Year,Month,Quarter,Country,NZ_City,Visit_Purpose,Accommodation_Type,Age,AvgDaysSpent,AvgSpending,Gender
2016,Not Specified,2016 1,Spain,Auckland,Business,Bed and Breakfast,32,15,87.25289544,1
2016,Not Specified,2016 1,Switzerland,Auckland,Education,House / flat that you paid some rent for,22,171,11633.71939,1
2016,Not Specified,2016 1,Taiwan,Auckland,Holiday / vacation,Another place where you pay to park a caravan or campervan / motorhome overnight,27,27,2662.979695,1
2016,Not Specified,2016 1,Taiwan,Auckland,Visiting friends / relatives,Staying with family or friends,34.5,19.5,977.49092175,2
2016,Not Specified,2016 1,Ukraine,Christchurch,Visiting friends / relatives,Staying with family or friends,42,143,8000,1
2016,Not Specified,2016 1,United Arab Emirates,Auckland,Holiday / vacation,Hotel,42,3,113.9404405,1
2016,Not Specified,2016 1,United Arab Emirates,Auckland,Visiting friends / relatives,Staying with family or friends,42,50,3000,1
2016,Not Specified,2016 1,United States of America,Auckland,Holiday / vacation,Hotel,39.5,22.75,5510.8463255,4
2016,Not Specified,2016 1,United States of America,Auckland,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",32,4,3013.152859,1
2016,Not Specified,2016 1,United States of America,Queenstown,Holiday / vacation,NOT SURE,80,9,7513.682864,1
2016,Not Specified,2016 2,Australia,Auckland,Business,Hotel,44.5,3.5,1850.342278,2
2016,Not Specified,2016 2,Australia,Auckland,Conference / convention,Private Hotel / Guesthouse,37,4,323.7785614,1
2016,Not Specified,2016 2,Australia,Auckland,Holiday / vacation,Hotel,50,9.333333333333334,2988.2598343333334,6
2016,Not Specified,2016 2,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,54.857142857142854,13.142857142857142,1344.2455505428572,7
2016,Not Specified,2016 2,Australia,Christchurch,Business,Hotel,37,30,6000,1
2016,Not Specified,2016 2,Australia,Christchurch,Holiday / vacation,Hotel,40.333333333333336,4,4613.076229933334,3
2016,Not Specified,2016 2,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,48.666666666666664,9.5,1540.37298245,6
2016,Not Specified,2016 2,Australia,Wellington,Business,Hotel,38.666666666666664,3.6666666666666665,1304.8677826666667,3
2016,Not Specified,2016 2,Australia,Wellington,Holiday / vacation,Bed and Breakfast,44.5,24,1187.1880585,2
2016,Not Specified,2016 2,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,40.42857142857143,27.571428571428573,3227.6843534,7
2016,Not Specified,2016 2,Belgium,Auckland,Holiday / vacation,Staying with family or friends,27,25,4700,1
2016,Not Specified,2016 2,Canada,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,19,4000,1
2016,Not Specified,2016 2,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,52,10.5,1654.092502,2
2016,Not Specified,2016 2,"China, People's Republic of",Auckland,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",32,17,3973.643382,1
2016,Not Specified,2016 2,"China, People's Republic of",Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",33.5625,9.8125,4192.423698962501,16
2016,Not Specified,2016 2,"China, People's Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,40.333333333333336,57.666666666666664,8200,3
2016,Not Specified,2016 2,England,Auckland,Holiday / vacation,Yacht or other boat,67,167,20752.56188,1
2016,Not Specified,2016 2,England,Auckland,Visiting friends / relatives,Staying with family or friends,67,30,3320.409901,1
2016,Not Specified,2016 2,England,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",35.75,18.75,3483.180771,4
2016,Not Specified,2016 2,England,Wellington,Business,Hotel,44.5,10.5,5269.326424,2
2016,Not Specified,2016 2,Fiji,Christchurch,Visiting friends / relatives,Staying with family or friends,32,30,1392.410862,1
2016,Not Specified,2016 2,Germany,Auckland,Education,Staying with family or friends,20,4,19615.53188,1
2016,Not Specified,2016 2,Germany,Auckland,Visiting friends / relatives,Backpackers,22,44,2000,1
2016,Not Specified,2016 2,Germany,Christchurch,Holiday / vacation,"Youth Hostel, YMCA, YWCA",42,130,27788.67016,1
2016,Not Specified,2016 2,Hong Kong (Special Administrative Region),Wellington,Visiting friends / relatives,Staying with family or friends,42,5,700,1
2016,Not Specified,2016 2,Ireland,Auckland,Visiting friends / relatives,Staying with family or friends,37,2,5067.345735,1
2016,Not Specified,2016 2,Italy,Auckland,Holiday / vacation,House / flat that you paid some rent for,27,180,6933.278233,1
2016,Not Specified,2016 2,Japan,Auckland,Other,A house you own,42,9,500,1
2016,Not Specified,2016 2,Malaysia,Auckland,Holiday / vacation,Private Hotel / Guesthouse,27,8,1000,1
2016,Not Specified,2016 2,Malaysia,Queenstown,Holiday / vacation,House / flat that you paid some rent for,27,9,5418.404705,1
2016,Not Specified,2016 2,Mexico,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,9,8685.406499,1
2016,Not Specified,2016 2,Northern Ireland,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,7,6225.768565,1
2016,Not Specified,2016 2,Scotland,Auckland,Visiting friends / relatives,Staying with family or friends,37,14,103.7628094,1
2016,Not Specified,2016 2,Singapore,Christchurch,Business,Hotel,42,5,1700,1
2016,Not Specified,2016 2,Singapore,Christchurch,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",32,10,2628.954186,1
2016,Not Specified,2016 2,South Africa,Auckland,Holiday / vacation,Staying with family or friends,27,9,2894.819115,1
2016,Not Specified,2016 2,Spain,Auckland,Holiday / vacation,NOT SURE,37,10,4000,1
2016,Not Specified,2016 2,Switzerland,Auckland,Holiday / vacation,Backpackers,22,43,9807.765938,1
2016,Not Specified,2016 2,Thailand,Auckland,Other,Hotel,57,10,8000,1
2016,Not Specified,2016 2,United States of America,Auckland,Business,Hotel,57,3,144.756775,1
2016,Not Specified,2016 2,United States of America,Auckland,Education,Student residence,22,60,11580.542,1
2016,Not Specified,2016 2,United States of America,Auckland,Holiday / vacation,Hotel,37.75,8,2141.013718475,4
2016,Not Specified,2016 2,United States of America,Auckland,Visiting friends / relatives,Bed and Breakfast,62,24,3745.9462496666665,3
2016,Not Specified,2016 2,United States of America,Wellington,Visiting friends / relatives,House / flat that you paid some rent for,32,9,3474.1626,1
2016,Not Specified,2016 3,Australia,Auckland,Business,Hotel,50,2.6,2019.6923239,5
2016,Not Specified,2016 3,Australia,Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",37,38,15000,1
2016,Not Specified,2016 3,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,48.81818181818182,8.909090909090908,1223.7610369454546,11
2016,Not Specified,2016 3,Australia,Christchurch,Business,"Motel, Motor Inn or Serviced Apartment",47,21,3000,1
2016,Not Specified,2016 3,Australia,Christchurch,Conference / convention,"Motel, Motor Inn or Serviced Apartment",40,7,1259.028981,1
2016,Not Specified,2016 3,Australia,Christchurch,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",30.285714285714285,7.571428571428571,1987.566956857143,7
2016,Not Specified,2016 3,Australia,Christchurch,Other,"Motel, Motor Inn or Serviced Apartment",40,18,3672.167862,1
2016,Not Specified,2016 3,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,45,12.8,1241.49989944,5
2016,Not Specified,2016 3,Australia,Queenstown,Holiday / vacation,NOT SURE,22,10,2622.977044,1
2016,Not Specified,2016 3,Australia,Wellington,Business,Hotel,44.5,19.75,2290.216275025,8
2016,Not Specified,2016 3,Australia,Wellington,Conference / convention,Hotel,32,5,5000,1
2016,Not Specified,2016 3,Australia,Wellington,Holiday / vacation,Bed and Breakfast,44.5,9,1521.32668555,2
2016,Not Specified,2016 3,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,48.42857142857143,11.428571428571429,1784.5664376285715,7
2016,Not Specified,2016 3,Austria,Auckland,Holiday / vacation,House / flat that you paid some rent for,27,30,3000,1
2016,Not Specified,2016 3,Austria,Auckland,Visiting friends / relatives,Staying with family or friends,22,10,2489.982518,1
2016,Not Specified,2016 3,"China, People's Republic of",Auckland,Business,Farm-stay or Home-stay,37,27,10000,1
2016,Not Specified,2016 3,"China, People's Republic of",Auckland,Education,House / flat that you paid some rent for,32,270,15000,1
2016,Not Specified,2016 3,"China, People's Republic of",Auckland,Holiday / vacation,Hotel,30.933333333333334,15.733333333333333,6333.856633933334,15
2016,Not Specified,2016 3,"China, People's Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,39.5,14,3538.203805,2
2016,Not Specified,2016 3,"China, People's Republic of",Christchurch,Holiday / vacation,Hotel,33.666666666666664,5.666666666666667,4951.458878333333,3
2016,Not Specified,2016 3,"China, People's Republic of",Queenstown,Holiday / vacation,Bed and Breakfast,42,2,5481.71609,1
2016,Not Specified,2016 3,"China, People's Republic of",Queenstown,Visiting friends / relatives,Staying with family or friends,37,NA,10491.90818,1
2016,Not Specified,2016 3,England,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,22,2586.95,1
2016,Not Specified,2016 3,England,Auckland,Visiting friends / relatives,"Motel, Motor Inn or Serviced Apartment",42,12,311.5798776,1
2016,Not Specified,2016 3,England,Wellington,Holiday / vacation,Staying with family or friends,62,35,4543.873215,1
2016,Not Specified,2016 3,Finland,Auckland,Holiday / vacation,Hotel,22,7,200,1
2016,Not Specified,2016 3,France,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37,21,3862.038824,1
2016,Not Specified,2016 3,France,Christchurch,Holiday / vacation,A house you own,29.5,183,1117.9262119999999,2
2016,Not Specified,2016 3,Germany,Auckland,Business,Hotel,27,14,2780.667953,1
2016,Not Specified,2016 3,Germany,Auckland,Other,House / flat that you paid some rent for,22,54,8498.559201,1
2016,Not Specified,2016 3,Hong Kong (Special Administrative Region),Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",27,6,500,1
2016,Not Specified,2016 3,India,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",22,3,1788.661537,1
2016,Not Specified,2016 3,Italy,Auckland,Other,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",42,15,3000,1
2016,Not Specified,2016 3,Japan,Auckland,Holiday / vacation,House / flat that you paid some rent for,24.5,7,300.676162207,2
2016,Not Specified,2016 3,Japan,Christchurch,Education,Staying with family or friends,27,30,676.1622069,1
2016,Not Specified,2016 3,Malaysia,Auckland,Conference / convention,Staying with family or friends,52,8,1200,1
2016,Not Specified,2016 3,Malaysia,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,32,8,500,1
2016,Not Specified,2016 3,Netherlands,Christchurch,Education,House / flat that you paid some rent for,22,159,5000,1
2016,Not Specified,2016 3,Philippines,Auckland,Visiting friends / relatives,Staying with family or friends,22,21,4411.358922,1
2016,Not Specified,2016 3,Sweden,Christchurch,Holiday / vacation,Hotel,20,8,324.8312784,1
2016,Not Specified,2016 3,Taiwan,Auckland,Visiting friends / relatives,Farm-stay or Home-stay,37,18,6548.549127,1
2016,Not Specified,2016 3,Taiwan,Christchurch,Holiday / vacation,Backpackers,22,10,3492.559535,1
2016,Not Specified,2016 3,Thailand,Auckland,Holiday / vacation,A house you own,32,6,3500,1
2016,Not Specified,2016 3,United Arab Emirates,Christchurch,Visiting friends / relatives,House / flat that you paid some rent for,37,21,12000,1
2016,Not Specified,2016 3,United States of America,Auckland,Business,Hotel,40,10,2200,1
2016,Not Specified,2016 3,United States of America,Auckland,Holiday / vacation,Hotel,32,36,2754.3529525,4
2016,Not Specified,2016 3,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,24.5,4,934.43679605,2
2016,Not Specified,2016 3,United States of America,Christchurch,Holiday / vacation,Hotel,57,1,9967.325823,1
2016,Not Specified,2016 3,Viet Nam,Auckland,Business,Hotel,57,10,1544.81553,1
2016,Not Specified,2016 4,Argentina,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",32,5,1300,1
2016,Not Specified,2016 4,Australia,Auckland,Business,Hotel,40.75,3.75,1382.584810325,4
2016,Not Specified,2016 4,Australia,Auckland,Holiday / vacation,Hotel,40.666666666666664,10.222222222222221,1517.6209818666666,9
2016,Not Specified,2016 4,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,45.8,12.2,885.03392428,10
2016,Not Specified,2016 4,Australia,Christchurch,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",52,4,1673.134531,1
2016,Not Specified,2016 4,Australia,Christchurch,Holiday / vacation,Hotel,32.6,8.6,2348.442937,5
2016,Not Specified,2016 4,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,37,11.277777777777775,1553.56726575,4
2016,Not Specified,2016 4,Australia,Wellington,Business,Private Hotel / Guesthouse,38.666666666666664,12,3260.0896875,3
2016,Not Specified,2016 4,Australia,Wellington,Holiday / vacation,Hotel,49.5,17,4214.2690625000005,2
2016,Not Specified,2016 4,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,56.166666666666664,24.833333333333332,1059.522422,6
2016,Not Specified,2016 4,Belgium,Auckland,Holiday / vacation,Hotel,37,1,100,1
2016,Not Specified,2016 4,Canada,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,27,9,5266.49008,1
2016,Not Specified,2016 4,"China, People's Republic of",Auckland,Business,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",39.5,4.5,6500,2
2016,Not Specified,2016 4,"China, People's Republic of",Auckland,Holiday / vacation,"Luxury Accommodation, 5-star Hotel, Luxury Lodge",33.111111111111114,6.333333333333333,7513.794325453333,9
2016,Not Specified,2016 4,"China, People's Republic of",Christchurch,Holiday / vacation,Staying with family or friends,38.666666666666664,10.333333333333334,4831.6885956666665,3
2016,Not Specified,2016 4,Czech Republic,Christchurch,Holiday / vacation,Backpackers,27,40,7374.970859,1
2016,Not Specified,2016 4,Denmark,Auckland,Holiday / vacation,Hotel,62,8,3671.124068,1
2016,Not Specified,2016 4,England,Auckland,Business,Hotel,47,3,873.9635944,1
2016,Not Specified,2016 4,England,Auckland,Holiday / vacation,Hotel,39.5,21.75,5131.4472344999995,4
2016,Not Specified,2016 4,England,Auckland,Visiting friends / relatives,Staying with family or friends,62,35,750,1
2016,Not Specified,2016 4,England,Christchurch,Visiting friends / relatives,Staying with family or friends,37,14,2621.890783,1
2016,Not Specified,2016 4,France,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,28.666666666666668,127.66666666666667,6530.962071,3
2016,Not Specified,2016 4,Germany,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",29.5,50.5,6827.4684285,2
2016,Not Specified,2016 4,Italy,Auckland,Visiting friends / relatives,Staying with family or friends,27,21,3000,1
2016,Not Specified,2016 4,Japan,Auckland,Business,Hotel,42,3,2573.282768,1
2016,Not Specified,2016 4,Japan,Auckland,Holiday / vacation,Hotel,25.333333333333332,7.333333333333333,215941.31224766665,3
2016,Not Specified,2016 4,Japan,Auckland,Visiting friends / relatives,Staying with family or friends,32,5,643.3206919,1
2016,Not Specified,2016 4,Japan,Christchurch,Other,Staying with family or friends,32,140,9006.489686,1
2016,Not Specified,2016 4,"Korea, Republic of",Auckland,Holiday / vacation,Hotel,38.5,5.5,691.843802,2
2016,Not Specified,2016 4,"Korea, Republic of",Auckland,Visiting friends / relatives,NOT SURE,27,3,364.1786405,1
2016,Not Specified,2016 4,Malaysia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47,9.5,2385.7142855,2
2016,Not Specified,2016 4,Netherlands,Auckland,Business,House / flat that you paid some rent for,42,36,7586.076032,1
2016,Not Specified,2016 4,Scotland,Wellington,Visiting friends / relatives,Staying with family or friends,62,113,3845.439815,1
2016,Not Specified,2016 4,South Africa,Auckland,Visiting friends / relatives,Staying with family or friends,52,50,12000,1
2016,Not Specified,2016 4,Spain,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",62,20,4369.817972,1
2016,Not Specified,2016 4,Sweden,Auckland,Holiday / vacation,"Youth Hostel, YMCA, YWCA",22,50,9328.032645,1
2016,Not Specified,2016 4,Sweden,Auckland,Visiting friends / relatives,House / flat that you paid some rent for,22,6,3109.344215,1
2016,Not Specified,2016 4,Taiwan,Auckland,Holiday / vacation,Bed and Breakfast,27,2,120,1
2016,Not Specified,2016 4,Tonga,Auckland,Visiting friends / relatives,Staying with family or friends,42,15,10000,1
2016,Not Specified,2016 4,United States of America,Auckland,Business,Hotel,47,2,1546.8332535,2
2016,Not Specified,2016 4,United States of America,Auckland,Conference / convention,Hotel,62,5,984.348434,1
2016,Not Specified,2016 4,United States of America,Auckland,Education,Student residence,22,111,3515.530121,1
2016,Not Specified,2016 4,United States of America,Auckland,Holiday / vacation,House / flat that you paid some rent for,38.6,22.8,3974.70805296,5
2016,Not Specified,2016 4,United States of America,Auckland,Visiting friends / relatives,Staying with family or friends,57,10,5624.848194,1
2016,Not Specified,2016 4,Viet Nam,Christchurch,Holiday / vacation,NOT SURE,47,6,3000,1
2016,Not Specified,2016 4,Zimbabwe,Auckland,Visiting friends / relatives,Staying with family or friends,57,7,5000,1
2016,November,2016 1,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,37,66.66666666666667,3757.100728,3
2016,November,2016 1,Australia,Christchurch,Education,House / flat that you paid some rent for,42,79,2173.062601,1
2016,November,2016 1,Bermuda,Auckland,Visiting friends / relatives,Staying with family or friends,32,59,12000,1
2016,November,2016 1,Canada,Auckland,Holiday / vacation,Backpackers,22,37,2194.222183,1
2016,November,2016 1,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,67,112,6000,1
2016,November,2016 1,"China, People's Republic of",Auckland,Other,Backpackers,27,316,5000,1
2016,November,2016 1,England,Auckland,Visiting friends / relatives,Staying with family or friends,67,54.5,3775.3953684999997,2
2016,November,2016 1,England,Christchurch,Visiting friends / relatives,Staying with family or friends,71,88,1500,2
2016,November,2016 1,France,Auckland,Holiday / vacation,House / flat that you paid some rent for,62,62,8048.8,1
2016,November,2016 1,France,Auckland,Other,Staying with family or friends,22,125,5354.617061,1
2016,November,2016 1,France,Christchurch,Visiting friends / relatives,Staying with family or friends,67,87,2500,1
2016,November,2016 1,Germany,Auckland,Holiday / vacation,Backpackers,32.75,96.25,5923.10030075,4
2016,November,2016 1,Germany,Christchurch,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,36,56,6022.2060425,2
2016,November,2016 1,Japan,Christchurch,Holiday / vacation,Private Hotel / Guesthouse,37,79,1959.732951,1
2016,November,2016 1,Scotland,Auckland,Holiday / vacation,Staying with family or friends,27,40,6472.106346,1
2016,November,2016 1,Scotland,Christchurch,Visiting friends / relatives,Staying with family or friends,67,120,6472.106346,1
2016,November,2016 1,Singapore,Auckland,Other,Backpackers,22,97,5000,1
2016,November,2016 1,Singapore,Auckland,Visiting friends / relatives,Staying with family or friends,67,66,1000,1
2016,November,2016 1,Switzerland,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,53,49858.79739,1
2016,November,2016 1,Switzerland,Christchurch,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",32,40,25095.59469,1
2016,November,2016 1,United Arab Emirates,Auckland,Holiday / vacation,Staying with family or friends,32,112,4500,1
2016,November,2016 1,United States of America,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",47,75.66666666666667,6674.771218,3
2016,November,2016 2,Australia,Wellington,Other,A house you own,47,365,6017.481228,1
2016,November,2016 2,Canada,Auckland,Holiday / vacation,Staying with family or friends,22,273,3369.822004,1
2016,November,2016 2,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,38.666666666666664,179.33333333333334,5330.171141333333,3
2016,November,2016 2,"China, People's Republic of",Auckland,Other,A house you own,42,12,8620.073454,1
2016,November,2016 2,Denmark,Auckland,Education,House / flat that you paid some rent for,22,181,3150.006004,1
2016,November,2016 2,England,Auckland,Holiday / vacation,A house you own,47,161.5,8669.326423999999,2
2016,November,2016 2,Finland,Queenstown,Holiday / vacation,Farm-stay or Home-stay,27,209,13000,1
2016,November,2016 2,France,Auckland,Holiday / vacation,Backpackers,25.333333333333332,158,7746.828006666667,3
2016,November,2016 2,France,Auckland,Other,Yacht or other boat,37,189.33333333333334,8037.164890666667,3
2016,November,2016 2,Germany,Auckland,Holiday / vacation,Backpackers,21.5,178.6,6722.6225993,10
2016,November,2016 2,Germany,Auckland,Other,House / flat that you paid some rent for,27,32,30000,1
2016,November,2016 2,Germany,Christchurch,Holiday / vacation,Student residence,21.5,187.25,13350.4775995,4
2016,November,2016 2,Germany,Wellington,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,20,174,4903.882969,1
2016,November,2016 2,Latvia,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",27,226,7144.239359,1
2016,November,2016 2,Netherlands,Auckland,Holiday / vacation,House / flat that you paid some rent for,22,189,14711.64891,1
2016,November,2016 2,Poland,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",22,180,5233.247518,1
2016,November,2016 2,Russia,Auckland,Visiting friends / relatives,Staying with family or friends,42,150,1500,1
2016,November,2016 2,Switzerland,Christchurch,Holiday / vacation,House / flat that you paid some rent for,22,171,1000,1
2016,November,2016 2,United States of America,Auckland,Holiday / vacation,Yacht or other boat,62,223,11500,1
2016,November,2016 2,United States of America,Christchurch,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",27,140,5066.487124,1
2016,November,2016 3,Canada,Christchurch,Holiday / vacation,House / flat that you paid some rent for,27,7,24684.80601,1
2016,November,2016 3,Germany,Auckland,Holiday / vacation,House / flat that you paid some rent for,22,299,20050.45741,1
2016,November,2016 3,Ireland,Auckland,Holiday / vacation,House / flat that you paid some rent for,32,268,61174.69497,1
2016,November,2016 3,Northern Ireland,Auckland,Holiday / vacation,Backpackers,27,247,7702.621723,1
2016,November,2016 3,United States of America,Auckland,Holiday / vacation,Camping at a National Park / Department of Conservation camping ground,27,240,1384.350809,1
2016,November,2016 4,Australia,Auckland,Business,Hotel,53.25,3,1592.1339332,8
2016,November,2016 4,Australia,Auckland,Conference / convention,"Motel, Motor Inn or Serviced Apartment",65.33333333333333,9.333333333333334,1820.0374510000001,3
2016,November,2016 4,Australia,Auckland,Education,Student residence,32,10,6321.403593,1
2016,November,2016 4,Australia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",50.23684210526316,8.243243243243244,2012.227067781579,38
2016,November,2016 4,Australia,Auckland,Other,Yacht or other boat,62,6,1082.5,2
2016,November,2016 4,Australia,Auckland,Visiting friends / relatives,Staying with family or friends,46.74285714285714,8.228571428571428,1249.8017355942857,35
2016,November,2016 4,Australia,Christchurch,Business,Hotel,44.5,5.375,1672.1292555375,8
2016,November,2016 4,Australia,Christchurch,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",53.63636363636363,15.745454545454546,4085.2850147618183,55
2016,November,2016 4,Australia,Christchurch,Other,"Motel, Motor Inn or Serviced Apartment",52,17.333333333333332,1033.3333333333333,3
2016,November,2016 4,Australia,Christchurch,Visiting friends / relatives,Staying with family or friends,48.388888888888886,11.722222222222221,1301.5042361555556,18
2016,November,2016 4,Australia,Queenstown,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",47,12,3665.4339600000003,2
2016,November,2016 4,Australia,Wellington,Business,Hotel,41.285714285714285,6.571428571428571,1610.6583292428572,7
2016,November,2016 4,Australia,Wellington,Conference / convention,Hotel,50,7.2,2669.6374452,5
2016,November,2016 4,Australia,Wellington,Holiday / vacation,Hotel,51.55,13.1,3219.847367085,20
2016,November,2016 4,Australia,Wellington,Other,A house you own,52,9,2000,1
2016,November,2016 4,Australia,Wellington,Visiting friends / relatives,Staying with family or friends,53.15151515151515,8.636363636363637,1221.2967434272728,33
2016,November,2016 4,Austria,Auckland,Holiday / vacation,Bed and Breakfast,33.25,24.25,5309.572204,4
2016,November,2016 4,Bahrain,Auckland,Visiting friends / relatives,Staying with family or friends,67,8,3500,1
2016,November,2016 4,Belgium,Auckland,Holiday / vacation,Bed and Breakfast,47,21.666666666666668,6903.834928666667,3
2016,November,2016 4,Belgium,Christchurch,Holiday / vacation,Backpackers,35.333333333333336,25.666666666666668,6386.818631,3
2016,November,2016 4,Brazil,Auckland,Conference / convention,Hotel,67,5,200,1
2016,November,2016 4,Brazil,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",27,16,666.6666667,1
2016,November,2016 4,Bulgaria,Auckland,Holiday / vacation,Hotel,47,7,7586.076032,1
2016,November,2016 4,Cambodia,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",37,4,5202.98458,1
2016,November,2016 4,Canada,Auckland,Conference / convention,Hotel,52,11,2706.47774,1
2016,November,2016 4,Canada,Auckland,Holiday / vacation,"Motel, Motor Inn or Serviced Apartment",53.111111111111114,16.666666666666668,4917.547815722222,18
2016,November,2016 4,Canada,Auckland,Visiting friends / relatives,Staying with family or friends,27,9,3069.920536,1
2016,November,2016 4,Canada,Christchurch,Holiday / vacation,Hotel,51.166666666666664,13.666666666666666,4074.5158364333333,6
2016,November,2016 4,"China, People's Republic of",Auckland,Business,Hotel,32,4,1646.284829,1
2016,November,2016 4,"China, People's Republic of",Auckland,Conference / convention,House / flat that you paid some rent for,42,4,500,1
2016,November,2016 4,"China, People's Republic of",Auckland,Holiday / vacation,Hotel,32.93333333333333,9.633333333333333,4146.3075398616,30
2016,November,2016 4,"China, People's Republic of",Auckland,Other,Hotel,38.666666666666664,9,1755.7948718,3
2016,November,2016 4,"China, People's Republic of",Auckland,Visiting friends / relatives,Staying with family or friends,32,7,1028.928018,1
2016,November,2016 4,"China, People's Republic of",Christchurch,Holiday / vacation,Hotel,37,9.5,4372.9440785,2
2016,November,2016 4,Colombia,Auckland,Holiday / vacation,Backpackers,32,11,1500,1
2016,November,2016 4,Denmark,Auckland,Holiday / vacation,"Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",48.666666666666664,24,8721.527344666667,3
2016,November,2016 4,Denmark,Christchurch,Holiday / vacation,Farm-stay or Home-stay,59.5,27,9508.980869,2
2016,November,2016 4,England,Auckland,Business,"Motel, Motor Inn or Serviced Apartment",47,9,8739.635944,1
2016,November,2016 4,England,Auckland,Conference / convention,Backpackers,27,24,3684.908986,1
2016,November,2016 4,England,Auckland,Holiday / vacation,Hotel,42.416666666666664,22.833333333333332,5270.234659,12
2016,November,2016 4,England,Auckland,Other,House / flat that you paid some rent for,27,362,9613.599538,1
2016,November,2016 4,England,Auckland,Visiting friends / relatives,Staying with family or friends,52.45454545454545,14.909090909090908,2124.5791432,11
2016,November,2016 4,England,Christchurch,Holiday / vacation,Hotel,46.23076923076923,45.07692307692308,6543.854682069231,13
2016,November,2016 4,England,Christchurch,Other,Hotel,37,16,13247.58991,1
2016,November,2016 4,England,Christchurch,Visiting friends / relatives,Staying with family or friends,55.125,16.125,2581.955858,8
2016,November,2016 4,England,Wellington,Visiting friends / relatives,Staying with family or friends,45.75,14.25,2850.9380525,4
2016,November,2016 4,Fiji,Auckland,Holiday / vacation,"Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",32,7,1896.519008,1
